ID,Name,Parameter,Language,Frequency,Confidence,References
58A-hin,Absent,Obligatory Possessive Inflection,Hindi,,,
58B-hin,None reported,Number of Possessive Nouns,Hindi,,,
59A-hin,No possessive classification,Possessive Classification,Hindi,,,
60A-hin,Highly differentiated,"Genitives, Adjectives and Relative Clauses",Hindi,,,
61A-hin,Marked by following word,Adjectives without Nouns,Hindi,,,
62A-hin,Possessive-Accusative,Action Nominal Constructions,Hindi,,,
63A-hin,'And' different from 'with',Noun Phrase Conjunction,Hindi,,,McGregor 1977
64A-hin,Identity,Nominal and Verbal Conjunction,Hindi,,,
65A-hin,Grammatical marking,Perfective/Imperfective Aspect,Hindi,,,Dahl 1985
66A-hin,"Present, no remoteness distinctions",The Past Tense,Hindi,,,Dahl 1985
67A-hin,Inflectional future exists,The Future Tense,Hindi,,,Dahl 1985
68A-hin,Other perfect,The Perfect,Hindi,,,Dahl 1985
69A-hin,Tense-aspect suffixes,Position of Tense-Aspect Affixes,Hindi,,,McGregor 1977
70A-hin,Second singular and second plural,The Morphological Imperative,Hindi,,,Kachru 1980;McGregor 1992a
71A-hin,Normal imperative + special negative,The Prohibitive,Hindi,,,Kachru 1980;McGregor 1992a
72A-hin,Neither type of system,Imperative-Hortative Systems,Hindi,,,Kachru 1980;McGregor 1992a
73A-hin,Inflectional optative absent,The Optative,Hindi,,,McGregor 1977
74A-hin,Verbal constructions,Situational Possibility,Hindi,,,Kachru 1980
75A-hin,Verbal constructions,Epistemic Possibility,Hindi,,,
76A-hin,Overlap for either possibility or necessity,Overlap between Situational and Epistemic Modal Marking,Hindi,,,Kachru 1980
77A-hin,No grammatical evidentials,Semantic Distinctions of Evidentiality,Hindi,,,McGregor 1977
