ID,Name,Parameter,Language,Frequency,Confidence,References
94A-scr,Initial subordinator word,Order of Adverbial Subordinator and Clause,Serbian-Croatian,,,Partridge 1964
95A-scr,VO and Prepositions,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Serbian-Croatian,,,
97A-scr,VO and AdjN,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Serbian-Croatian,,,
101A-scr,Subject affixes on verb,Expression of Pronominal Subjects,Serbian-Croatian,,,Partridge 1964
112A-scr,Negative particle,Negative Morphemes,Serbian-Croatian,,,Partridge 1964
115A-scr,Predicate negation also present,Negative Indefinite Pronouns and Predicate Negation,Serbian-Croatian,,,Haspelmath 1997
116A-scr,Question particle,Polar Questions,Serbian-Croatian,,,Partridge 1964
117A-scr,'Have',Predicative Possession,Serbian-Croatian,,,
118A-scr,Nonverbal encoding,Predicative Adjectives,Serbian-Croatian,,,Hamm 1975
119A-scr,Identical,Nominal and Locational Predication,Serbian-Croatian,,,Hamm 1975
120A-scr,Impossible,Zero Copula for Predicate Nominals,Serbian-Croatian,,,Hamm 1975
129A-scr,Identical,Hand and Arm,Serbian-Croatian,,,Hewitt 1989c
130A-scr,Different,Finger and Hand,Serbian-Croatian,,,Hewitt 1989c
138A-scr,Words derived from Sinitic cha,Tea,Serbian-Croatian,,,Malherbe and Rosenberg 1996
142A-scr,Logical meanings,Para-Linguistic Usages of Clicks,Serbian-Croatian,,,
143A-scr,NegV,Order of Negative Morpheme and Verb,Serbian-Croatian,,,Partridge 1964
143E-scr,NegV,Preverbal Negative Morphemes,Serbian-Croatian,,,Partridge 1964
143F-scr,None,Postverbal Negative Morphemes,Serbian-Croatian,,,Partridge 1964
143G-scr,None,Minor morphological means of signaling negation,Serbian-Croatian,,,Partridge 1964
144A-scr,Other,"Position of Negative Word With Respect to Subject, Object, and Verb",Serbian-Croatian,,,Partridge 1964
144D-scr,Other NegV,The Position of Negative Morphemes in SVO Languages,Serbian-Croatian,,,Partridge 1964
144J-scr,No SVNegO,SVNegO Order,Serbian-Croatian,,,Partridge 1964
144K-scr,No SVONeg,SVONeg Order,Serbian-Croatian,,,Partridge 1964
